Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
"Pengecekan kesehatan oleh tim medis dari Puskesmas Cicantayan 
Pengecekan kesehatan itu bertujuan untuk memeriksa para pelaksana Pemilu 2024 di Kec. Cicantayan 
KPPS,PTPS,PPS DESA,PKD,PPK,LINMAS,PERS PAM TNI/POLRI","pengecekan kesehatan oleh tim medis dari puskesmas cicantayan 
pengecekan kesehatan itu bertujuan untuk memeriksa para pelaksana pemilu 2024 di kec. cicantayan 
kpps,ptps,pps desa,pkd,ppk,linmas,pers pam tni/polri",pengecekan kesehatan oleh tim medis dari puskesmas cicantayan pengecekan kesehatan itu bertujuan untuk memeriksa para pelaksana pemilu di kec cicantayan kpps ptps pps desa pkd ppk linmas pers pam tni polri,pengecekan kesehatan oleh tim medis dari puskesmas cicantayan pengecekan kesehatan itu bertujuan untuk memeriksa para pelaksana pemilu di kec cicantayan kpps ptps pps desa pkd ppk linmas pers pam tni polri,pengecekan kesehatan oleh tim medis dari puskesmas cicantayan pengecekan kesehatan itu bertujuan untuk memeriksa para pelaksana pemilu di kec cicantayan kpps ptps pps desa pkd ppk linmas pers pam tni polri,pengecekan kesehatan medis puskesmas cicantayan pengecekan kesehatan bertujuan memeriksa pelaksana pemilu kec cicantayan kpps ptps pps desa pkd ppk linmas pers polri,kece sehat medis puskesmas cicantayan kece sehat tuju periksa laksana pemilu kec cicantayan kpps ptps pps desa pkd ppk linmas pers polri,"['kece', 'sehat', 'medis', 'puskesmas', 'cicantayan', 'kece', 'sehat', 'tuju', 'periksa', 'laksana', 'pemilu', 'kec', 'cicantayan', 'kpps', 'ptps', 'pps', 'desa', 'pkd', 'ppk', 'linmas', 'pers', 'polri']",kece sehat medis puskesmas cicantayan kece sehat tuju periksa laksana pemilu kec cicantayan kpps ptps pps desa pkd ppk linmas pers polri,16,Positive
"@KPK_RI
 tolong lah ini pemilu 2024 di selidiki kasus kecurangannya. Di cakung di curi noh datanya pak anis malah pindah ke 02","@kpk_ri
 tolong lah ini pemilu 2024 di selidiki kasus kecurangannya. di cakung di curi noh datanya pak anis malah pindah ke 02",  tolong lah ini pemilu di selidiki kasus kecurangannya di cakung di curi noh datanya pak anis malah pindah ke ,tolong lah ini pemilu di selidiki kasus kecurangannya di cakung di curi noh datanya pak anis malah pindah ke,tolong lah ini pemilu di selidiki kasus kecurangannya di cakung di curi noh datanya pak anis malah pindah ke,tolong pemilu selidiki kecurangannya cakung curi noh datanya anis pindah,tolong pemilu selidik curang cakung curi noh data anis pindah,"['tolong', 'pemilu', 'selidik', 'curang', 'cakung', 'curi', 'noh', 'data', 'anis', 'pindah']",tolong pemilu selidik curang cakung curi noh data anis pindah,-7,Negative
"giat anggota Polsek Jarai Polres Lahat Polda Sumsel PAM rekapitulasi tahapan pemilu 2024 di sekretariat PPK muara payang saat siang hari standby lengkap bersama Padal IPDA RENDY LAWINZKY PELAWI SEMBIRING S.Trk dan anggota PPK muara payang, Lahat.sit atk.","giat anggota polsek jarai polres lahat polda sumsel pam rekapitulasi tahapan pemilu 2024 di sekretariat ppk muara payang saat siang hari standby lengkap bersama padal ipda rendy lawinzky pelawi sembiring s.trk dan anggota ppk muara payang, lahat.sit atk.",giat anggota polsek jarai polres lahat polda sumsel pam rekapitulasi tahapan pemilu di sekretariat ppk muara payang saat siang hari standby lengkap bersama padal ipda rendy lawinzky pelawi sembiring s trk dan anggota ppk muara payang lahat sit atk ,giat anggota polsek jarai polres lahat polda sumsel pam rekapitulasi tahapan pemilu di sekretariat ppk muara payang saat siang hari standby lengkap bersama padal ipda rendy lawinzky pelawi sembiring s trk dan anggota ppk muara payang lahat sit atk,giat anggota polsek jarai polres lahat polda sumsel pam rekapitulasi tahapan pemilu di sekretariat ppk muara payang saat siang hari standby lengkap bersama padal ipda rendy lawinzky pelawi sembiring s trk dan anggota ppk muara payang lahat sit atk,giat anggota polsek jarai polres lahat polda sumsel rekapitulasi tahapan pemilu sekretariat ppk muara payang siang standby lengkap padal ipda rendy lawinzky pelawi sembiring trk anggota ppk muara payang lahat sit atk,giat anggota polsek jara polres lahat polda sumsel rekapitulasi tahap pemilu sekretariat ppk muara payang siang standby lengkap padal ipda rendy lawinzky lawi sembiring trk anggota ppk muara payang lahat sit atk,"['giat', 'anggota', 'polsek', 'jara', 'polres', 'lahat', 'polda', 'sumsel', 'rekapitulasi', 'tahap', 'pemilu', 'sekretariat', 'ppk', 'muara', 'payang', 'siang', 'standby', 'lengkap', 'padal', 'ipda', 'rendy', 'lawinzky', 'lawi', 'sembiring', 'trk', 'anggota', 'ppk', 'muara', 'payang', 'lahat', 'sit', 'atk']",giat anggota polsek jara polres lahat polda sumsel rekapitulasi tahap pemilu sekretariat ppk muara payang siang standby lengkap padal ipda rendy lawinzky lawi sembiring trk anggota ppk muara payang lahat sit atk,4,Positive
"Kalau mau dipikir secara sehat, pangan murah lebih baik untuk masyarakat. Bisa di masak sesuai selera dan kebutuhan.

#AMIN #QuickCount #realcount #JumatBerkah #Anis #01 #Pilpres2024 #Pemilu2024 #AminkanIndonesia #Jumat #Siang","kalau mau dipikir secara sehat, pangan murah lebih baik untuk masyarakat. bisa di masak sesuai selera dan kebutuhan.

#amin #quickcount #realcount #jumatberkah #anis #01 #pilpres2024 #pemilu2024 #aminkanindonesia #jumat #siang",kalau mau dipikir secara sehat pangan murah lebih baik untuk masyarakat bisa di masak sesuai selera dan kebutuhan            ,kalau mau dipikir secara sehat pangan murah lebih baik untuk masyarakat bisa di masak sesuai selera dan kebutuhan,kalau mau dipikir secara sehat pangan murah lebih baik untuk masyarakat bisa di masak sesuai selera dan kebutuhan,dipikir sehat pangan murah masyarakat masak sesuai selera kebutuhan,pikir sehat pangan murah masyarakat masak sesuai selera butuh,"['pikir', 'sehat', 'pangan', 'murah', 'masyarakat', 'masak', 'sesuai', 'selera', 'butuh']",pikir sehat pangan murah masyarakat masak sesuai selera butuh,11,Positive
"Meskipun pencoblosan telah selesai, namun tahapan penyelenggaraan Kampanye Pemilu 2024 sedang berlangsung sesuai tahapan konstitusi. Mari kita bersama hadirkan kampanye politik yang aman dan damai. 
#Pemilu2024AmanDamai
#SukseskanPemilu2024
#Pemilu2024kondusif","meskipun pencoblosan telah selesai, namun tahapan penyelenggaraan kampanye pemilu 2024 sedang berlangsung sesuai tahapan konstitusi. mari kita bersama hadirkan kampanye politik yang aman dan damai. 
#pemilu2024amandamai
#sukseskanpemilu2024
#pemilu2024kondusif",meskipun pencoblosan telah selesai namun tahapan penyelenggaraan kampanye pemilu sedang berlangsung sesuai tahapan konstitusi mari kita bersama hadirkan kampanye politik yang aman dan damai    ,meskipun pencoblosan telah selesai namun tahapan penyelenggaraan kampanye pemilu sedang berlangsung sesuai tahapan konstitusi mari kita bersama hadirkan kampanye politik yang aman dan damai,meskipun pencoblosan telah selesai namun tahapan penyelenggaraan kampanye pemilu sedang berlangsung sesuai tahapan konstitusi mari kita bersama hadirkan kampanye politik yang aman dan damai,pencoblosan selesai tahapan penyelenggaraan kampanye pemilu sesuai tahapan konstitusi mari hadirkan kampanye politik aman damai,coblos selesai tahap selenggara kampanye pemilu sesuai tahap konstitusi mari hadir kampanye politik aman damai,"['coblos', 'selesai', 'tahap', 'selenggara', 'kampanye', 'pemilu', 'sesuai', 'tahap', 'konstitusi', 'mari', 'hadir', 'kampanye', 'politik', 'aman', 'damai']",coblos selesai tahap selenggara kampanye pemilu sesuai tahap konstitusi mari hadir kampanye politik aman damai,19,Positive
"Personil Polsek Kelapa Dua melaksanakan pengamanan pemungutan suara #Pemilu2024 di salah satu TPS di Kel. Bojong Nangka Kec. Kelapa Dua, Rabu (14/2). 

#PolsekKelapaDua #PolresTangerangSelatan #PoldaMetroJaya","personil polsek kelapa dua melaksanakan pengamanan pemungutan suara #pemilu2024 di salah satu tps di kel. bojong nangka kec. kelapa dua, rabu (14/2). 

#polsekkelapadua #polrestangerangselatan #poldametrojaya",personil polsek kelapa dua melaksanakan pengamanan pemungutan suara  di salah satu tps di kel bojong nangka kec kelapa dua rabu       ,personil polsek kelapa dua melaksanakan pengamanan pemungutan suara di salah satu tps di kel bojong nangka kec kelapa dua rabu,personil polsek kelapa dua melaksanakan pengamanan pemungutan suara di salah satu tps di kel bojong nangka kec kelapa dua rabu,personil polsek kelapa melaksanakan pengamanan pemungutan suara salah bojong nangka kec kelapa rabu,personil polsek kelapa laksana aman mungut suara salah bojong nangka kec kelapa rabu,"['personil', 'polsek', 'kelapa', 'laksana', 'aman', 'mungut', 'suara', 'salah', 'bojong', 'nangka', 'kec', 'kelapa', 'rabu']",personil polsek kelapa laksana aman mungut suara salah bojong nangka kec kelapa rabu,-4,Negative
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
"Baca artikel detiknews, ""Rektor Unhas Bersyukur Usai Pemilu 2024: Saatnya Kembali Membangun Bangsa"" selengkapnya https://news.detik.com/berita/d-7196303/rektor-unhas-bersyukur-usai-pemilu-2024-saatnya-kembali-membangun-bangsa….

Download Apps Detikcom Sekarang https://apps.detik.com/detik/","baca artikel detiknews, ""rektor unhas bersyukur usai pemilu 2024: saatnya kembali membangun bangsa"" selengkapnya https://news.detik.com/berita/d-7196303/rektor-unhas-bersyukur-usai-pemilu-2024-saatnya-kembali-membangun-bangsa….

download apps detikcom sekarang https://apps.detik.com/detik/",baca artikel detiknews  rektor unhas bersyukur usai pemilu  saatnya kembali membangun bangsa selengkapnya https  news detik com berita d rektor unhas bersyukur usai pemilu saatnya kembali membangun bangsa  download apps detikcom sekarang https  apps detik com detik ,baca artikel detiknews rektor unhas bersyukur usai pemilu saatnya kembali membangun bangsa selengkapnya https news detik com berita d rektor unhas bersyukur usai pemilu saatnya kembali membangun bangsa download apps detikcom sekarang https apps detik com detik,baca artikel detiknews rektor unhas bersyukur usai pemilu saatnya kembali membangun bangsa selengkapnya https news detik com berita d rektor unhas bersyukur usai pemilu saatnya kembali membangun bangsa download apps detikcom sekarang https apps detik com detik,baca artikel detiknews rektor unhas bersyukur pemilu membangun bangsa selengkapnya https news detik berita rektor unhas bersyukur pemilu membangun bangsa download apps detikcom https apps detik detik,baca artikel detiknews rektor unhas syukur pemilu bangun bangsa lengkap https news detik berita rektor unhas syukur pemilu bangun bangsa download apps detikcom https apps detik detik,"['baca', 'artikel', 'detiknews', 'rektor', 'unhas', 'syukur', 'pemilu', 'bangun', 'bangsa', 'lengkap', 'https', 'news', 'detik', 'berita', 'rektor', 'unhas', 'syukur', 'pemilu', 'bangun', 'bangsa', 'download', 'apps', 'detikcom', 'https', 'apps', 'detik', 'detik']",baca artikel detiknews rektor unhas syukur pemilu bangun bangsa lengkap https news detik berita rektor unhas syukur pemilu bangun bangsa download apps detikcom https apps detik detik,7,Positive
Petugas pengamanan langsung TPS Pemilu 2024 rela menahan kantuk demi menjaga area TPS sebelum dan saat hari pencoblosan.,petugas pengamanan langsung tps pemilu 2024 rela menahan kantuk demi menjaga area tps sebelum dan saat hari pencoblosan.,petugas pengamanan langsung tps pemilu rela menahan kantuk demi menjaga area tps sebelum dan saat hari pencoblosan ,petugas pengamanan langsung tps pemilu rela menahan kantuk demi menjaga area tps sebelum dan saat hari pencoblosan,petugas pengamanan langsung tps pemilu rela menahan kantuk demi menjaga area tps sebelum dan saat hari pencoblosan,petugas pengamanan langsung pemilu rela menahan kantuk menjaga area pencoblosan,tugas aman langsung pemilu rela tahan kantuk jaga area coblos,"['tugas', 'aman', 'langsung', 'pemilu', 'rela', 'tahan', 'kantuk', 'jaga', 'area', 'coblos']",tugas aman langsung pemilu rela tahan kantuk jaga area coblos,10,Positive
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
ternyata ifan lebih paham dari pd umi pipik #Pemilu2024 #PrabowoGibran2024,ternyata ifan lebih paham dari pd umi pipik #pemilu2024 #prabowogibran2024,ternyata ifan lebih paham dari pd umi pipik  ,ternyata ifan lebih paham dari pada  umi pipik,ternyata ifan lebih paham dari pada umi pipik,ifan paham umi pipik,ifan paham umi pipik,"['ifan', 'paham', 'umi', 'pipik']",ifan paham umi pipik,4,Positive
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
"Semua sudah tersistem, tanpa sadar paman usman menjabat ketua MK lagi..
Protes hasil pemilu bakl ga berarti apa2.
#Pemilu2024 #mkusman #prabowo #AniesMuhaimin2024","semua sudah tersistem, tanpa sadar paman usman menjabat ketua mk lagi..
protes hasil pemilu bakl ga berarti apa2.
#pemilu2024 #mkusman #prabowo #aniesmuhaimin2024",semua sudah tersistem tanpa sadar paman usman menjabat ketua mk lagi  protes hasil pemilu bakl ga berarti apa     ,semua sudah tersistem tanpa sadar paman usman menjabat ketua maka  lagi protes hasil pemilu bakl tidak berarti apa,semua sudah tersistem tanpa sadar paman usman menjabat ketua maka lagi protes hasil pemilu bakl tidak berarti apa,tersistem sadar paman usman menjabat ketua protes hasil pemilu bakl,sistem sadar paman usman jabat ketua protes hasil pemilu bakl,"['sistem', 'sadar', 'paman', 'usman', 'jabat', 'ketua', 'protes', 'hasil', 'pemilu', 'bakl']",sistem sadar paman usman jabat ketua protes hasil pemilu bakl,-5,Negative
Sinergitaz TNI dan Polri demi lancarnya pemilu 2024,sinergitaz tni dan polri demi lancarnya pemilu 2024,sinergitaz tni dan polri demi lancarnya pemilu ,sinergitaz tni dan polri demi lancarnya pemilu,sinergitaz tni dan polri demi lancarnya pemilu,sinergitaz polri lancarnya pemilu,sinergitaz polri lancar pemilu,"['sinergitaz', 'polri', 'lancar', 'pemilu']",sinergitaz polri lancar pemilu,4,Positive
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
"Kapolri Apresiasi Sinergitas TNI-Polri Amankan Pemilu 2024

Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., menyampaikan terima kasih dan apresiasinya kepada jajaran TNI-Polri atas loyalitas dan dedikasinya dalam pengamanan Pemilu 2024. “Saya ucapkan terima kasih dan…","kapolri apresiasi sinergitas tni-polri amankan pemilu 2024

kapolri jenderal polisi drs. listyo sigit prabowo, m. si., menyampaikan terima kasih dan apresiasinya kepada jajaran tni-polri atas loyalitas dan dedikasinya dalam pengamanan pemilu 2024. “saya ucapkan terima kasih dan…",kapolri apresiasi sinergitas tni polri amankan pemilu  kapolri jenderal polisi drs listyo sigit prabowo m si  menyampaikan terima kasih dan apresiasinya kepada jajaran tni polri atas loyalitas dan dedikasinya dalam pengamanan pemilu  saya ucapkan terima kasih dan ,kapolri apresiasi sinergitas tni polri amankan pemilu kapolri jenderal polisi drs listyo sigit prabowo m si menyampaikan terima kasih dan apresiasinya kepada jajaran tni polri atas loyalitas dan dedikasinya dalam pengamanan pemilu saya ucapkan terima kasih dan,kapolri apresiasi sinergitas tni polri amankan pemilu kapolri jenderal polisi drs listyo sigit prabowo m si menyampaikan terima kasih dan apresiasinya kepada jajaran tni polri atas loyalitas dan dedikasinya dalam pengamanan pemilu saya ucapkan terima kasih dan,kapolri apresiasi sinergitas polri amankan pemilu kapolri jenderal polisi drs listyo sigit prabowo terima kasih apresiasinya jajaran polri loyalitas dedikasinya pengamanan pemilu ucapkan terima kasih,kapolri apresiasi sinergitas polri aman pemilu kapolri jenderal polisi drs listyo sigit prabowo terima kasih apresiasi jajar polri loyalitas dedikasi aman pemilu ucap terima kasih,"['kapolri', 'apresiasi', 'sinergitas', 'polri', 'aman', 'pemilu', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'terima', 'kasih', 'apresiasi', 'jajar', 'polri', 'loyalitas', 'dedikasi', 'aman', 'pemilu', 'ucap', 'terima', 'kasih']",kapolri apresiasi sinergitas polri aman pemilu kapolri jenderal polisi drs listyo sigit prabowo terima kasih apresiasi jajar polri loyalitas dedikasi aman pemilu ucap terima kasih,6,Positive
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
"""Telah berpulang ke Rahmatullah Bapak Joko Budiono (JB), Ketua KPPS TPS 042 Kelurahan Ngagel Rejo Kecamatan Wonokromo. Pada Jumat, jam 08.15 di RSUD dr Sutomo,"" tulis pesan berantai tersebut. #JatimNow #PetugasKPPSmeninggal #Pemilu2024 #penghitungansuara","""telah berpulang ke rahmatullah bapak joko budiono (jb), ketua kpps tps 042 kelurahan ngagel rejo kecamatan wonokromo. pada jumat, jam 08.15 di rsud dr sutomo,"" tulis pesan berantai tersebut. #jatimnow #petugaskppsmeninggal #pemilu2024 #penghitungansuara", telah berpulang ke rahmatullah bapak joko budiono jb  ketua kpps tps kelurahan ngagel rejo kecamatan wonokromo pada jumat jam  di rsud dr sutomo  tulis pesan berantai tersebut     ,telah berpulang ke rahmatullah bapak joko budiono jb ketua kpps tps kelurahan ngagel rejo kecamatan wonokromo pada jumat jam di rsud dari  sutomo tulis pesan berantai tersebut,telah berpulang ke rahmatullah bapak joko budiono jb ketua kpps tps kelurahan ngagel rejo kecamatan wonokromo pada jumat jam di rsud dari sutomo tulis pesan berantai tersebut,berpulang rahmatullah joko budiono jb ketua kpps kelurahan ngagel rejo kecamatan wonokromo jumat rsud sutomo tulis pesan berantai,pulang rahmatullah joko budiono jb ketua kpps lurah ngagel rejo camat wonokromo jumat rsud sutomo tulis pesan beranta,"['pulang', 'rahmatullah', 'joko', 'budiono', 'jb', 'ketua', 'kpps', 'lurah', 'ngagel', 'rejo', 'camat', 'wonokromo', 'jumat', 'rsud', 'sutomo', 'tulis', 'pesan', 'beranta']",pulang rahmatullah joko budiono jb ketua kpps lurah ngagel rejo camat wonokromo jumat rsud sutomo tulis pesan beranta,4,Positive
"Harga Cabai Melonjak, Asosiasi: Banyak Petani Jadi Panitia Pemilu 2024","harga cabai melonjak, asosiasi: banyak petani jadi panitia pemilu 2024",harga cabai melonjak asosiasi banyak petani jadi panitia pemilu ,harga cabai melonjak asosiasi banyak petani jadi panitia pemilu,harga cabai melonjak asosiasi banyak petani jadi panitia pemilu,harga cabai melonjak asosiasi petani panitia pemilu,harga cabai lonjak asosiasi tani panitia pemilu,"['harga', 'cabai', 'lonjak', 'asosiasi', 'tani', 'panitia', 'pemilu']",harga cabai lonjak asosiasi tani panitia pemilu,9,Positive
"[ #Pemilu2024 ] Kemungkinan PSI Tak Tembus di DPR, Presiden Panggil Raja Juli Antoni ke Istana
#AdadiKompas","[ #pemilu2024 ] kemungkinan psi tak tembus di dpr, presiden panggil raja juli antoni ke istana
#adadikompas",   kemungkinan psi tak tembus di dpr presiden panggil raja juli antoni ke istana ,kemungkinan psi tak tembus di dpr presiden panggil raja juli antoni ke istana,kemungkinan psi tak tembus di dpr presiden panggil raja juli antoni ke istana,psi tembus presiden panggil raja juli antoni istana,psi tembus presiden panggil raja juli antoni istana,"['psi', 'tembus', 'presiden', 'panggil', 'raja', 'juli', 'antoni', 'istana']",psi tembus presiden panggil raja juli antoni istana,5,Positive
"Pelayanan Kesehatan Kepada Petugas Pengamanan TPS dan PPS Pemilu 2024 Polres Bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#netralitaspolri
#Pemiluindonesiadamai2024
#PresisiUntukIndonesia
Humanis Tegakkan Hukum
Polres Bojonegoro
Polda Jawa Timur","pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu 2024 polres bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#netralitaspolri
#pemiluindonesiadamai2024
#presisiuntukindonesia
humanis tegakkan hukum
polres bojonegoro
polda jawa timur",pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro        humanis tegakkan hukum polres bojonegoro polda jawa timur,pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro humanis tegakkan hukum polres bojonegoro polda jawa timur,pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro humanis tegakkan hukum polres bojonegoro polda jawa timur,pelayanan kesehatan petugas pengamanan pps pemilu polres bojonegoro humanis tegakkan hukum polres bojonegoro polda jawa timur,layan sehat tugas aman pps pemilu polres bojonegoro humanis tegak hukum polres bojonegoro polda jawa timur,"['layan', 'sehat', 'tugas', 'aman', 'pps', 'pemilu', 'polres', 'bojonegoro', 'humanis', 'tegak', 'hukum', 'polres', 'bojonegoro', 'polda', 'jawa', 'timur']",layan sehat tugas aman pps pemilu polres bojonegoro humanis tegak hukum polres bojonegoro polda jawa timur,8,Positive
"Terkait beredarnya video yang memperlihatkan  sekelompok remaja diduga mencoblos surat suara di luar Tempat Pemungutan  Suara (TPS) pada pemilihan umum (Pemilu) 2024, Badan Pengawas Pemilihan  Umum (Bawaslu) Kabupaten Sampang, Madura buka suara. (ld)","terkait beredarnya video yang memperlihatkan  sekelompok remaja diduga mencoblos surat suara di luar tempat pemungutan  suara (tps) pada pemilihan umum (pemilu) 2024, badan pengawas pemilihan  umum (bawaslu) kabupaten sampang, madura buka suara. (ld)",terkait beredarnya video yang memperlihatkan sekelompok remaja diduga mencoblos surat suara di luar tempat pemungutan suara tps pada pemilihan umum pemilu  badan pengawas pemilihan umum bawaslu kabupaten sampang madura buka suara  ld ,terkait beredarnya video yang memperlihatkan sekelompok remaja diduga mencoblos surat suara di luar tempat pemungutan suara tps pada pemilihan umum pemilu badan pengawas pemilihan umum bawaslu kabupaten sampang madura buka suara ld,terkait beredarnya video yang memperlihatkan sekelompok remaja diduga mencoblos surat suara di luar tempat pemungutan suara tps pada pemilihan umum pemilu badan pengawas pemilihan umum bawaslu kabupaten sampang madura buka suara ld,terkait beredarnya video sekelompok remaja diduga mencoblos surat suara pemungutan suara pemilihan pemilu badan pengawas pemilihan bawaslu kabupaten sampang madura buka suara ld,kait edar video kelompok remaja duga coblos surat suara mungut suara pilih pemilu badan awas pilih bawaslu kabupaten sampang madura buka suara ld,"['kait', 'edar', 'video', 'kelompok', 'remaja', 'duga', 'coblos', 'surat', 'suara', 'mungut', 'suara', 'pilih', 'pemilu', 'badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'sampang', 'madura', 'buka', 'suara', 'ld']",kait edar video kelompok remaja duga coblos surat suara mungut suara pilih pemilu badan awas pilih bawaslu kabupaten sampang madura buka suara ld,3,Positive
